0410011973,2.58,2.23,2.93,3.44,1.68,4.96,3.81,1.83,5.19,4.63,1.09,0.93
0410011974,1.99,0.53,1.44,1.78,2.94,1.94,1.20,5.49,6.32,3.99,2.61,1.65
0410011975,1.18,2.09,1.06,2.08,5.10,2.95,3.59,2.49,2.55,1.60,1.37,1.21
0410011976,0.48,0.44,1.58,4.09,3.39,2.45,4.96,1.46,4.14,4.22,1.49,1.95
0410011977,1.59,1.30,2.05,3.91,2.28,2.52,1.24,2.24,1.48,1.56,1.91,0.56
0410011978,1.65,1.74,0.84,1.07,3.03,2.97,1.34,2.87,4.60,1.17,3.16,1.25
0410011979,2.46,1.76,2.90,2.98,3.87,3.48,3.72,2.96,2.70,1.20,0.87,2.09
0410011980,1.67,1.04,1.51,1.41,4.53,1.28,0.65,2.40,5.51,1.18,2.07,1.11
0410011981,1.18,1.10,2.22,2.65,4.33,5.26,2.39,3.22,2.33,5.86,1.16,0.48
0410011982,0.99,1.69,1.10,2.00,5.38,3.69,1.73,1.24,1.25,1.84,3.05,2.72
0410011983,1.51,2.30,2.32,0.57,3.62,2.84,1.98,2.14,2.06,3.40,1.92,1.09
0410011984,1.49,1.26,1.53,0.59,2.20,2.47,1.67,1.99,2.04,5.95,2.08,2.91
0410011985,1.49,1.98,2.61,2.36,2.68,3.62,2.15,1.04,3.99,4.55,2.43,0.99
0410011986,0.48,1.59,0.58,1.74,4.49,4.97,1.20,2.99,3.88,5.38,2.93,3.30
0410011987,1.15,3.16,1.34,0.90,5.47,5.23,2.03,2.43,2.82,0.74,2.48,2.61
0410011988,0.59,0.86,1.67,1.48,1.98,2.45,3.32,1.66,3.52,1.17,0.89,1.37
0410011989,2.34,1.90,1.86,1.13,3.95,4.93,1.73,2.45,2.12,1.41,0.75,0.67
0410011990,2.23,2.53,3.14,3.56,3.20,1.18,4.16,2.13,3.73,2.20,2.31,1.07
0410011991,3.53,1.65,1.01,2.92,3.62,4.14,3.08,3.03,4.80,2.33,1.50,5.59
0410011992,3.15,3.98,2.24,2.31,5.09,4.31,2.42,1.98,1.86,0.93,3.08,2.25
0410011993,2.16,1.91,2.42,2.39,3.46,4.34,1.28,1.61,2.09,3.01,1.25,1.45
0410011994,1.48,1.51,1.77,1.96,4.52,1.91,2.00,2.07,2.50,5.04,1.80,2.75
0410011995,1.61,1.02,2.21,2.47,4.67,2.97,2.11,2.75,3.66,1.14,1.50,1.57
0410011996,0.49,0.25,0.75,1.51,1.34,2.96,2.51,5.23,4.08,1.72,2.71,1.05
0410011997,1.24,3.79,2.42,4.91,3.52,4.55,1.37,2.32,2.15,3.27,1.81,2.84
0410011998,2.16,2.64,2.35,0.67,0.70,1.14,1.20,3.69,3.39,5.18,3.15,1.72
0410011999,1.72,0.23,2.84,1.95,3.65,3.89,2.04,1.35,1.57,1.34,0.26,1.20
0410012000,1.05,1.01,2.36,1.91,3.13,5.03,0.70,0.47,1.18,4.00,5.24,1.75
0410012001,2.35,2.03,3.25,0.79,3.02,2.55,0.97,3.60,3.23,1.74,3.31,2.28
0410012002,0.96,1.05,1.98,1.79,1.90,2.39,4.73,1.75,2.99,6.17,1.83,3.11
0410012003,0.58,2.40,1.13,0.77,1.50,4.48,2.36,2.09,3.91,2.71,1.56,0.71
0410012004,2.17,2.81,2.35,3.94,2.39,6.66,2.37,3.18,2.55,3.95,6.18,0.81
0410012005,1.89,2.51,1.80,0.70,2.89,1.24,3.01,3.42,1.41,2.15,0.73,0.45
0410012006,1.06,1.14,2.07,1.51,2.20,1.96,2.31,2.36,3.27,4.03,0.72,2.50
0410012007,3.55,0.48,4.47,2.15,5.54,5.33,5.37,2.92,2.68,1.15,1.34,1.22
0410012008,0.94,1.10,2.34,1.87,2.29,1.93,2.29,4.52,2.85,2.16,0.99,0.52
0410012009,0.40,0.62,2.21,3.20,2.30,1.87,3.09,1.62,4.20,5.55,1.26,2.22
0410012010,2.37,2.59,1.87,2.69,2.27,2.78,5.12,1.28,4.31,0.76,1.04,0.73
0410012011,1.55,0.65,0.27,0.70,1.56,0.98,0.74,0.74,1.14,2.23,1.28,2.86
0410012012,2.27,2.29,3.07,1.27,2.88,1.86,2.70,1.84,3.95,0.69,0.31,0.97
0410012013,2.46,1.21,0.66,1.77,2.42,2.33,3.10,1.41,4.05,3.31,1.94,1.36
0410012014,0.37,0.73,1.11,0.98,4.10,3.01,2.58,1.73,3.59,1.76,2.83,1.22
0410012015,2.67,1.09,3.47,3.96,9.05,3.72,1.85,1.43,1.43,6.17,3.87,2.52
0410012016,0.95,1.06,2.85,4.30,4.86,3.37,1.31,5.32,2.96,0.67,2.34,2.10
0410012017,2.28,1.71,1.88,2.75,2.54,3.11,2.47,6.57,-9.99,-9.99,-9.99,-9.99
